,Name,Year,Age,Tm,Pos,No.,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Int,PD,FF,FR,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,Ret,Rt,Y/Rt,APYd,Player ID,QBrec,Cmp,Cmp%,TD%,Int%,AY/A,Y/C,Rate,Sk%,NY/A,ANY/A,4QC,GWD,FGA,FGM,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Y/P,RetYds,Net,NY/P,In20,In20%,Blck,QBR
1877,Austin Collie,2013.0,28.0,NWE,WR,10.0,7,1,11,6,63,10.5,0,6.0,54.5,19,0.9,9.0,54.5%,5.7,,,0,,,,,,,6,10.5,63,0,0.0,1,,,,,,,,,,,,,,,,,4699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Clarence Collins,1987.0,25.0,STL,WR,85.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,4721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Dwight Collins,1984.0,23.0,MIN,WR,84.0,16,1,,11,143,13.0,1,,,43,0.7,8.9,,,3,-14,0,,,1,-4.7,-0.9,0.2,14,9.2,129,1,0.0,1,,,,,,,,,,,,,,,,,4722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Gary Collins,1962.0,22.0,CLE,WR,86.0,14,0,,,1926,,,,,64,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,"AP RoY-4, UPI RoY-5",,,,,4724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,42.8,,,,,,0.0,
1881,Gary Collins,1963.0,23.0,CLE,FL,86.0,14,14,,,2160,,,,,73,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,4724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,40.0,,,,,,0.0,
1882,Gary Collins,1964.0,24.0,CLE,FL,86.0,14,14,,,2016,,,,,58,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,4724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,42.0,,,,,,0.0,
1883,Gary Collins,1965.0,25.0,CLE,FL,86.0,14,14,,,3035,,,,,71,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,"AP2, PB",,,,,4724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,46.7,,,,,,0.0,
1884,Gary Collins,1966.0,26.0,CLE,FL,86.0,14,14,,,2223,,,,,60,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,"AP2, PB",,,,,4724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,39.0,,,,,,0.0,
1885,Gary Collins,1967.0,27.0,CLE,FL,86.0,13,13,,,2078,,,,,52,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,4724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,36.5,,,,,,2.0,
1886,Gary Collins,1968.0,28.0,CLE,FL,86.0,5,4,,,52,,,,,28,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,,,,,,0.0,
1887,Gary Collins,1969.0,29.0,CLE,WR,86.0,14,14,,,112,,,,,59,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,AP1,,,,,4724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,37.3,,,,,,0.0,
1888,Gary Collins,1970.0,30.0,CLE,WR,86.0,12,11,,,0,,,,,0,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,
1889,Gary Collins,1971.0,31.0,CLE,WR,86.0,13,8,,,162,,,,,42,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,,5.0,32.4,0.0,162.0,32.4,,,0.0,
1890,Nico Collins,2021.0,22.0,HOU,WR,12.0,14,8,60,33,446,13.5,1,22,48.3,32,2.4,31.9,55.0%,7.4,,,0,,,,,,,33,13.5,446,1,0,3,,,,,,,,,,,,,,,,,4747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,Nico Collins,2022.0,23.0,HOU,WR,12.0,10,7,66,37,481,13.0,2,21,42.4,58,3.7,48.1,56.1%,7.3,,,0,,,,,,,37,13.0,481,2,0,4,,,,,,,,,,,,,,,,,4747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,Nico Collins,2023.0,24.0,HOU,WR,12.0,15,10,109,80,1297,16.2,8,53,61.5,75,5.3,86.5,73.4%,11.9,1.0,7.0,0,0.0,100.0,7.0,7.0,0.5,0.1,81,16.1,1304,8,1,11,,,,,,,,,,,,,,,,,4747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,Shawn Collins,1989.0,22.0,ATL,WR,85.0,16,16,,58.0,862.0,14.9,3,,,47.0,3.6,53.9,,,,,0,,,,,,,58.0,14.9,862.0,3,0.0,7,,,,,,,,,,,,,,,,,4756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Shawn Collins,1990.0,23.0,ATL,WR,85.0,16,6,,34.0,503.0,14.8,2,,,61.0,2.1,31.4,,,,,0,,,,,,,34.0,14.8,503.0,2,1.0,4,,,,,,,,,,,,,,,,,4756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,Shawn Collins,1991.0,24.0,ATL,WR,85.0,4,1,,3.0,37.0,12.3,0,,,21.0,0.8,9.3,,,,,0,,,,,,,3.0,12.3,37.0,0,0.0,0,,,,,,,,,,,,,,,,,4756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Shawn Collins,1992.0,25.0,CLE,WR,80.0,9,2,16.0,3.0,31.0,10.3,0,,,11.0,0.3,3.4,18.8%,1.9,,,0,,,,,,,3.0,10.3,31.0,0,0.0,0,,,,,,,,,,,,,,,,,4756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,Shawn Collins,1993.0,26.0,GNB,WR,81.0,4,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,4756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,Cris Collinsworth,1981.0,22.0,CIN,WR,80.0,16,16,,67,1009,15.1,8,,,74,4.2,63.1,,,,,0,,,,,,,67,15.1,1009,8,3,11,,,,,,,,,,,,"AP ORoY-2, AP2, PB",,,,,4763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,Cris Collinsworth,1982.0,23.0,CIN,WR,80.0,9,9,,49,700,14.3,1,,,50,5.4,77.8,,,1.0,-11.0,0,,,-11.0,-11.0,-1.2,0.1,50,13.8,689,1,1,14,,,,,,,,,,,,"AP2, PB",,,,,4763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Cris Collinsworth,1983.0,24.0,CIN,WR,80.0,14,14,,66,1130,17.1,5,,,63,4.7,80.7,,,2.0,2.0,0,,,8.0,1.0,0.1,0.1,68,16.6,1132,5,2,11,,,,,,,,,,,,"AP2, PB",,,,,4763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,Cris Collinsworth,1984.0,25.0,CIN,WR,80.0,15,14,,64,989,15.5,6,,,57,4.3,65.9,,,1.0,7.0,0,,,7.0,7.0,0.5,0.1,65,15.3,996,6,0,8,,,,,,,,,,,,,,,,,4763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,Cris Collinsworth,1985.0,26.0,CIN,WR,80.0,16,16,,65,1125,17.3,5,,,71,4.1,70.3,,,1.0,3.0,0,,,3.0,3.0,0.2,0.1,66,17.1,1128,5,1,12,,,,,,,,,,,,,,,,,4763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Cris Collinsworth,1986.0,27.0,CIN,WR,80.0,16,15,,62,1024,16.5,10,,,46,3.9,64.0,,,2.0,-16.0,0,,,-6.0,-8.0,-1.0,0.1,64,15.8,1008,10,1,10,,,,,,,,,,,,,,,,,4763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,Cris Collinsworth,1987.0,28.0,CIN,WR,80.0,8,6,,31,494,15.9,0,,,53,3.9,61.8,,,,,0,,,,,,,31,15.9,494,0,0,4,,,,,,,,,,,,,,,,,4763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,Cris Collinsworth,1988.0,29.0,CIN,WR,80.0,13,0,,13,227,17.5,1,,,36,1.0,17.5,,,,,0,,,,,,,13,17.5,227,1,1,3,,,,,,,,,,,,,,,,,4763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,Marques Colston,2006.0,23.0,NOR,WR,12.0,14,12,115,70,1038,14.8,8,51,56.5,86,5.0,74.1,60.9%,9.0,,,0,,,,,,,70,14.8,1038,8,0,10,,,,,,,,,,,,AP ORoY-2,,,,,4778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Marques Colston,2007.0,24.0,NOR,WR,12.0,16,14,143,98,1202,12.3,11,64,61.5,45,6.1,75.1,68.5%,8.4,,,0,,,,,,,98,12.3,1202,11,1,11,,,,,,,,,,,,,,,,,4778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Marques Colston,2008.0,25.0,NOR,WR,12.0,11,6,88,47,760,16.2,5,35,52.3,70,4.3,69.1,53.4%,8.6,,,0,,,,,,,47,16.2,760,5,1,7,,,,,,,,,,,,,,,,,4778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Marques Colston,2009.0,26.0,NOR,WR,12.0,16,14,107,70,1074,15.3,9,54,59.8,68,4.4,67.1,65.4%,10.0,1.0,6.0,0,0.0,100.0,6.0,6.0,0.4,0.1,71,15.2,1080,9,2,11,,,,,,,,,,,,,,,,,4778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Marques Colston,2010.0,27.0,NOR,WR,12.0,15,11,131,84,1023,12.2,7,57,58.8,43,5.6,68.2,64.1%,7.8,1.0,1.0,0,0.0,0.0,1.0,1.0,0.1,0.1,85,12.0,1024,7,0,9,,,,,,,,,,,,,,,,,4778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Marques Colston,2011.0,28.0,NOR,WR,12.0,14,7,107,80,1143,14.3,8,56,70.1,50,5.7,81.6,74.8%,10.7,,,0,,,,,,,80,14.3,1143,8,1,11,,,,,,,,,,,,,,,,,4778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Marques Colston,2012.0,29.0,NOR,WR,12.0,16,13,130,83,1154,13.9,10,64,62.3,60,5.2,72.1,63.8%,8.9,,,0,,,,,,,83,13.9,1154,10,4,9,,,,,,,,,,,,,,,,,4778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Marques Colston,2013.0,30.0,NOR,WR,12.0,15,11,111,75,943,12.6,5,54,64.9,35,5.0,62.9,67.6%,8.5,,,0,,,,,,,75,12.6,943,5,0,9,,,,,,,,,,,,,,,,,4778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Marques Colston,2014.0,31.0,NOR,WR,12.0,16,13,100,59,902,15.3,5,45,58.0,57,3.7,56.4,59.0%,9.0,,,0,,,,,,,59,15.3,902,5,1,8,,,,,,,,,,,,,,,,,4778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Marques Colston,2015.0,32.0,NOR,WR,12.0,13,5,67,45,520,11.6,4,26,55.2,53,3.5,40.0,67.2%,7.8,,,0,,,,,,,45,11.6,520,4,0,4,,,,,,,,,,,,,,,,,4778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Kevin Cone,2011.0,23.0,ATL,WR,12.0,1,0.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,0.0,,0.0,,,,,,,,,,,,4820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,Kevin Cone,2012.0,24.0,ATL,WR,15.0,12,0.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,,,,,,,4820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Kevin Cone,2013.0,25.0,ATL,WR,15.0,16,0.0,,,,,0,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0,,,0.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,,,,,,,4820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Chris Conley,2015.0,23.0,KAN,WR,17.0,16,5,31,17,199,11.7,1,12.0,51.6,44,1.1,12.4,54.8%,6.4,,,0,,,,,,,17.0,11.7,199.0,1,0.0,2,,,,,,,,,,,,,,,,,4830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Chris Conley,2016.0,24.0,KAN,WR,17.0,16,11,69,44,530,12.0,0,30.0,56.5,39,2.8,33.1,63.8%,7.7,,,0,,,,,,,44.0,12.0,530.0,0,1.0,5,,,,,,,,,,,,,,,,,4830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Chris Conley,2017.0,25.0,KAN,WR,17.0,5,5,16,11,175,15.9,0,8.0,68.8,35,2.2,35.0,68.8%,10.9,,,0,,,,,,,11.0,15.9,175.0,0,0.0,2,,,,,,,,,,,,,,,,,4830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,Chris Conley,2018.0,26.0,KAN,WR,17.0,16,13,52,32,334,10.4,5,18.0,55.8,27,2.0,20.9,61.5%,6.4,,,0,,,,,,,32.0,10.4,334.0,5,2.0,4,,,,,,,,,,,,,,,,,4830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Chris Conley,2019.0,27.0,JAX,WR,18.0,16,14,90,47,775,16.5,5,36.0,47.8,70,2.9,48.4,52.2%,8.6,,,0,,,,,,,47.0,16.5,775.0,5,0.0,6,,,,,,,,,,,,,,,,,4830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,Chris Conley,2020.0,28.0,JAX,WR,18.0,15,4,63,40,471,11.8,2,24.0,58.7,51,2.7,31.4,63.5%,7.5,,,0,,,,,,,40.0,11.8,471.0,2,1.0,3,,,,,,,,,,,,,,,,,4830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Chris Conley,2021.0,29.0,HOU,WR,18.0,16,10,37,22,323,14.7,2,15.0,48.6,41,1.4,20.2,59.5%,8.7,1.0,3.0,0,1.0,100.0,3.0,3.0,0.2,0.1,23.0,14.2,326.0,2,1.0,2,,,,,,,,,,,,,,,,,4830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Chris Conley,2022.0,30.0,2TM,WR,,9,1,7,4,46,11.5,0,2.0,57.1,27,0.4,5.1,57.1%,6.6,,,0,,,,,,,4.0,11.5,46.0,0,0.0,0,,,,,,,,,,,,,,,,,4830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,Chris Conley,2023.0,31.0,SFO,WR,84.0,8,0,6,3,69,23.0,0,2.0,33.3,48,0.4,8.6,50.0%,11.5,,,0,,,,,,,3.0,23.0,69.0,0,0.0,1,,,,,,,,,,,,,,,,,4830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Albert Connell,1997.0,23.0,WAS,WR,83.0,5,1,17,9,138,15.3,2,8,52.9,41,1.8,27.6,52.9%,8.1,1.0,3.0,0,0.0,0.0,3.0,3.0,0.6,0.2,10,14.1,141,2,0.0,1,,,,,,,,,,,,,,,,,4841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Albert Connell,1998.0,24.0,WAS,WR,83.0,14,5,54,28,451,16.1,2,19,42.6,61,2.0,32.2,51.9%,8.4,,,0,,,,,,,28,16.1,451,2,0.0,4,,,,,,,,,,,,,,,,,4841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Albert Connell,1999.0,25.0,WAS,WR,83.0,15,14,121,62,1132,18.3,7,42,43.0,62,4.1,75.5,51.2%,9.4,1.0,8.0,0,1.0,100.0,8.0,8.0,0.5,0.1,63,18.1,1140,7,1.0,12,,,,,,,,,,,,,,,,,4841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,Albert Connell,2000.0,26.0,WAS,WR,83.0,16,12,102,39,762,19.5,3,29,33.3,77,2.4,47.6,38.2%,7.5,,,0,,,,,,,39,19.5,762,3,0.0,6,,,,,,,,,,,,,,,,,4841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,Albert Connell,2001.0,27.0,NOR,WR,83.0,11,1,28,12,191,15.9,2,7,32.1,46,1.1,17.4,42.9%,6.8,1.0,6.0,0,0.0,100.0,6.0,6.0,0.5,0.1,13,15.2,197,2,0.0,2,,,,,,,,,,,,,,,,,4841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Curtis Conway,1993.0,22.0,CHI,WR,80.0,16,7,42,19,231,12.2,2,,,38,1.2,14.4,45.2%,5.5,5.0,44.0,0,,,18.0,8.8,2.8,0.3,24,11.5,275,2,1.0,3,,,,,,,,,,,,,,,,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,Curtis Conway,1994.0,23.0,CHI,WR,80.0,13,12,70,39,546,14.0,2,28.0,50.0,85,3.0,42.0,55.7%,7.8,6.0,31.0,0,1.0,50.0,12.0,5.2,2.4,0.5,45,12.8,577,2,2.0,6,,,,,,,,,,,,,,,,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,Curtis Conway,1995.0,24.0,CHI,WR,80.0,16,16,117,62,1037,16.7,12,46.0,45.3,76,3.9,64.8,53.0%,8.9,5.0,77.0,0,4.0,100.0,20.0,15.4,4.8,0.3,67,16.6,1114,12,0.0,12,,,,,,,,,,,,,,,,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,Curtis Conway,1996.0,25.0,CHI,WR,80.0,16,16,143,81,1049,13.0,7,51.0,51.7,58,5.1,65.6,56.6%,7.3,8.0,50.0,0,2.0,50.0,19.0,6.3,3.1,0.5,89,12.3,1099,7,1.0,10,,,,,,,,,,,,,,,,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,Curtis Conway,1997.0,26.0,CHI,WR,80.0,7,7,52,30,476,15.9,1,18.0,51.9,55,4.3,68.0,57.7%,9.2,3.0,17.0,0,1.0,66.7,10.0,5.7,2.4,0.4,33,14.9,493,1,0.0,4,,,,,,,,,,,,,,,,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Curtis Conway,1998.0,27.0,CHI,WR,80.0,15,15,104,54,733,13.6,3,36.0,49.0,47,3.6,48.9,51.9%,7.0,5.0,48.0,0,3.0,60.0,29.0,9.6,3.2,0.3,59,13.2,781,3,1.0,6,,,,,,,,,,,,,,,,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,Curtis Conway,1999.0,28.0,CHI,WR,80.0,9,8,79,44,426,9.7,4,24.0,45.6,30,4.9,47.3,55.7%,5.4,1.0,-2.0,0,0.0,0.0,-2.0,-2.0,-0.2,0.1,45,9.4,424,4,2.0,3,,,,,,,,,,,,,,,,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,Curtis Conway,2000.0,29.0,SDG,WR,80.0,14,14,99,53,712,13.4,5,30.0,39.4,68,3.8,50.9,53.5%,7.2,3.0,31.0,0,3.0,100.0,13.0,10.3,2.2,0.2,56,13.3,743,5,0.0,6,,,,,,,,,,,,,,,,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,Curtis Conway,2001.0,30.0,SDG,WR,80.0,16,16,126,71,1125,15.8,6,52.0,52.4,72,4.4,70.3,56.3%,8.9,7.0,116.0,1,3.0,57.1,67.0,16.6,7.3,0.4,78,15.9,1241,7,1.0,10,,,,,,,,,,,,,,,,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Curtis Conway,2002.0,31.0,SDG,WR,80.0,13,13,94,57,852,14.9,5,42.0,53.2,52,4.4,65.5,60.6%,9.1,7.0,53.0,2,2.0,71.4,22.0,7.6,4.1,0.5,64,14.1,905,7,2.0,8,,,,,,,,,,,,,,,,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,Curtis Conway,2003.0,32.0,NYJ,WR,81.0,16,15,102,46,640,13.9,2,33.0,36.3,45,2.9,40.0,45.1%,6.3,,,0,,,,,,,46,13.9,640,2,0.0,6,,,,,,,,,,,,,,,,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Curtis Conway,2004.0,33.0,SFO,WR,89.0,16,5,75,38,403,10.6,3,22.0,42.7,37,2.4,25.2,50.7%,5.4,,,0,,,,,,,38,10.6,403,3,0.0,3,,,,,,,,,,,,,,,,,4882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,Brandin Cooks,2014.0,21.0,NOR,WR,10.0,10,7,69,53,550,10.4,3,25,58.0,50,5.3,55.0,76.8%,8.0,7.0,73.0,1,4.0,85.7,28.0,10.4,7.3,0.7,60,10.4,623,4,1.0,5,,,,,,,,,,,,,,,,,4918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,Brandin Cooks,2015.0,22.0,NOR,WR,10.0,16,12,129,84,1138,13.5,9,45,47.3,71,5.3,71.1,65.1%,8.8,8.0,18.0,0,2.0,25.0,11.0,2.3,1.1,0.5,92,12.6,1156,9,1.0,9,,,,,,,,,,,,,,,,,4918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Brandin Cooks,2016.0,23.0,NOR,WR,10.0,16,12,117,78,1173,15.0,8,46,52.1,98,4.9,73.3,66.7%,10.0,6.0,30.0,0,1.0,66.7,11.0,5.0,1.9,0.4,84,14.3,1203,8,1.0,11,,,,,,,,,,,,,,,,,4918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,Brandin Cooks,2017.0,24.0,NWE,WR,14.0,16,15,114,65,1082,16.6,7,42,49.1,64,4.1,67.6,57.0%,9.5,9.0,40.0,0,2.0,55.6,13.0,4.4,2.5,0.6,74,15.2,1122,7,0.0,13,,,,,,,,,,,,,,,,,4918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,Brandin Cooks,2018.0,25.0,LAR,WR,12.0,16,16,117,80,1204,15.1,5,56,57.3,57,5.0,75.3,68.4%,10.3,10.0,68.0,1,5.0,90.0,17.0,6.8,4.3,0.6,90,14.1,1272,6,1.0,13,,,,,,,,,,,,,,,,,4918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,Brandin Cooks,2019.0,26.0,LAR,WR,12.0,14,14,72,42,583,13.9,2,32,50.0,57,3.0,41.6,58.3%,8.1,6.0,52.0,0,3.0,66.7,27.0,8.7,3.7,0.4,48,13.2,635,2,0.0,5,,,,,,,,,,,,,,,,,4918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Brandin Cooks,2020.0,27.0,HOU,WR,13.0,15,15,119,81,1150,14.2,6,51,61.3,57,5.4,76.7,68.1%,9.7,,,0,,,,,,,81,14.2,1150,6,0.0,9,,,,,,,,,,,,,,,,,4918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,Brandin Cooks,2021.0,28.0,HOU,WR,13.0,16,16,134,90,1037,11.5,6,45,53.7,52,5.6,64.8,67.2%,7.7,2.0,21.0,0,1.0,100.0,16.0,10.5,1.3,0.1,92,11.5,1058,6,0.0,8,,,,,,,,,,,,,,,,,4918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,Brandin Cooks,2022.0,29.0,HOU,WR,13.0,13,13,93,57,699,12.3,3,29,47.3,44,4.4,53.8,61.3%,7.5,2.0,7.0,0,0.0,50.0,5.0,3.5,0.5,0.2,59,12.0,706,3,0.0,5,,,,,,,,,,,,,,,,,4918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,Brandin Cooks,2023.0,30.0,DAL,WR,3.0,16,15,81,54,657,12.2,8,38,59.3,37,3.4,41.1,66.7%,8.1,5.0,35.0,0,1.0,60.0,14.0,7.0,2.2,0.3,59,11.7,692,8,1.0,8,,,,,,,,,,,,,,,,,4918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Elijah Cooks,2023.0,25.0,JAX,WR,14.0,9,0.0,4,3,38,12.7,0,2,50.0,23,0.3,4.2,75.0%,9.5,,,0,,,,,,,3,12.7,38,0,0.0,0,,,,,,,,,,,,,,,,,4919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,Amari Cooper,2015.0,21.0,OAK,WR,89.0,16,15,130,72,1070,14.9,6,47,47.7,68,4.5,66.9,55.4%,8.2,3.0,-3.0,0,0.0,33.3,2.0,-1.0,-0.2,0.2,75,14.2,1067,6,1,9,,,,,,,,,,,,"AP ORoY-3, PB",,,,,4935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
